Title,SentencesCount,Category1,Category2,Category3,Link,EnTitle,EnCat1,EnCat2,EnCat3,EnLink
فردگرایی,20,انسان‌شناسی,فرهنگ,فرهنگ سیاسی,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%DA%AF%D8%B1%D8%A7%DB%8C%DB%8C,Individualism,Anthropology,Culture,Political culture,https://en.wikipedia.org/wiki/Individualism
فمینیسم لیبرال,32,انسان‌شناسی,فرهنگ,فرهنگ سیاسی,https://fa.wikipedia.org/wiki/%D9%81%D9%85%DB%8C%D9%86%DB%8C%D8%B3%D9%85_%D9%84%DB%8C%D8%A8%D8%B1%D8%A7%D9%84,Liberal feminism,Anthropology,Culture,Political culture,https://en.wikipedia.org/wiki/Liberal_feminism
کمونیسم,75,انسان‌شناسی,فرهنگ,فرهنگ سیاسی,https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D9%88%D9%86%DB%8C%D8%B3%D9%85,Communism,Anthropology,Culture,Political culture,https://en.wikipedia.org/wiki/Communism
لیبرالیسم,63,انسان‌شناسی,فرهنگ,فرهنگ سیاسی,https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D8%A8%D8%B1%D8%A7%D9%84%DB%8C%D8%B3%D9%85,Liberalism,Anthropology,Culture,Political culture,https://en.wikipedia.org/wiki/Liberalism
نظام سیاسی,17,انسان‌شناسی,فرهنگ,فرهنگ سیاسی,https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%A7%D9%85_%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C,Political system,Anthropology,Culture,Political culture,https://en.wikipedia.org/wiki/Political_system
باروخ اسپینوزا,27,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B1%D9%88%D8%AE_%D8%A7%D8%B3%D9%BE%DB%8C%D9%86%D9%88%D8%B2%D8%A7,Baruch Spinoza,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Baruch_Spinoza
افلاطون,17,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%A7%D9%81%D9%84%D8%A7%D8%B7%D9%88%D9%86,Plato,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Plato
میرچا الیاده,21,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%DA%86%D8%A7_%D8%A7%D9%84%DB%8C%D8%A7%D8%AF%D9%87,Mircea Eliade,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Mircea_Eliade
فریدریش انگلس,15,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D8%B1%DB%8C%D8%B4_%D8%A7%D9%86%DA%AF%D9%84%D8%B3,Friedrich Engels,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Friedrich_Engels
جرج اورول,16,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%AC%D8%B1%D8%AC_%D8%A7%D9%88%D8%B1%D9%88%D9%84,George Orwell,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/George_Orwell
لئو تولستوی,21,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D9%84%D8%A6%D9%88_%D8%AA%D9%88%D9%84%D8%B3%D8%AA%D9%88%DB%8C,Leo Tolstoy,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Leo_Tolstoy
پل تیلیش,26,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D9%BE%D9%84_%D8%AA%DB%8C%D9%84%DB%8C%D8%B4,Paul Tillich,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Paul_Tillich
دنیل دنت,27,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%AF%D9%86%DB%8C%D9%84_%D8%AF%D9%86%D8%AA,Daniel Dennett,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Daniel_Dennett
چارلز دیکنز,30,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%DA%86%D8%A7%D8%B1%D9%84%D8%B2_%D8%AF%DB%8C%DA%A9%D9%86%D8%B2,Charles Dickens,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Charles_Dickens
ویلهلم دیلتای,15,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%D9%84%D9%87%D9%84%D9%85_%D8%AF%DB%8C%D9%84%D8%AA%D8%A7%DB%8C,Wilhelm Dilthey,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Wilhelm_Dilthey
دیوژن کلبی,17,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%AF%DB%8C%D9%88%DA%98%D9%86_%DA%A9%D9%84%D8%A8%DB%8C,Diogenes,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Diogenes
جان دیویی,16,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%DB%8C%DB%8C,John Dewey,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/John_Dewey
برتراند راسل,24,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D8%AA%D8%B1%D8%A7%D9%86%D8%AF_%D8%B1%D8%A7%D8%B3%D9%84,Bertrand Russell,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Bertrand_Russell
ژان-ژاک روسو,17,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%DA%98%D8%A7%D9%86-%DA%98%D8%A7%DA%A9_%D8%B1%D9%88%D8%B3%D9%88,Jean-Jacques Rousseau,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau
ژان-پل سارتر,20,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%DA%98%D8%A7%D9%86-%D9%BE%D9%84_%D8%B3%D8%A7%D8%B1%D8%AA%D8%B1,Jean-Paul Sartre,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Jean-Paul_Sartre
آرتور شوپنهاور,44,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%AA%D9%88%D8%B1_%D8%B4%D9%88%D9%BE%D9%86%D9%87%D8%A7%D9%88%D8%B1,Arthur Schopenhauer,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Arthur_Schopenhauer
لو شون,28,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D9%84%D9%88_%D8%B4%D9%88%D9%86,Lu Xun,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Lu_Xun
بیژن عبدالکریمی,16,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%DA%A9%D8%B1%DB%8C%D9%85%DB%8C,Bijan Abdolkarimi,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Bijan_Abdolkarimi
فارابی,32,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B1%D8%A7%D8%A8%DB%8C,Al-Farabi,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Al-Farabi
بنجامین فرانکلین,17,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%A8%D9%86%D8%AC%D8%A7%D9%85%DB%8C%D9%86_%D9%81%D8%B1%D8%A7%D9%86%DA%A9%D9%84%DB%8C%D9%86,Benjamin Franklin,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Benjamin_Franklin
ماریلی فرانکو,15,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D8%B1%DB%8C%D9%84%DB%8C_%D9%81%D8%B1%D8%A7%D9%86%DA%A9%D9%88,Marielle Franco,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Marielle_Franco
کارل پولانی,18,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B1%D9%84_%D9%BE%D9%88%D9%84%D8%A7%D9%86%DB%8C,Karl Polanyi,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Karl_Polanyi
ایمانوئل کانت,38,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%85%D8%A7%D9%86%D9%88%D8%A6%D9%84_%DA%A9%D8%A7%D9%86%D8%AA,Immanuel Kant,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Immanuel_Kant
اگوست کنت,21,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D8%A7%DA%AF%D9%88%D8%B3%D8%AA_%DA%A9%D9%86%D8%AA,Auguste Comte,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Auguste_Comte
کنفوسیوس,69,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%DA%A9%D9%86%D9%81%D9%88%D8%B3%DB%8C%D9%88%D8%B3,Confucius,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Confucius
مارشال مک‌لوهان,31,انسان‌شناسی,فرهنگ,منتقدان فرهنگی,https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D8%B1%D8%B4%D8%A7%D9%84_%D9%85%DA%A9%E2%80%8C%D9%84%D9%88%D9%87%D8%A7%D9%86,Marshall McLuhan,Anthropology,Culture,Cultural critics,https://en.wikipedia.org/wiki/Marshall_McLuhan
اسطوره آفرینش,28,اسطوره‌شناسی,,,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%B7%D9%88%D8%B1%D9%87_%D8%A2%D9%81%D8%B1%DB%8C%D9%86%D8%B4,Creation myth,Mythology,,,https://en.wikipedia.org/wiki/Creation_myth
تقابل شهریار و شیر,21,اسطوره‌شناسی,,,https://fa.wikipedia.org/wiki/%D8%AA%D9%82%D8%A7%D8%A8%D9%84_%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1_%D9%88_%D8%B4%DB%8C%D8%B1,Battle of Shahriar and Lion,Mythology,,,https://en.wikipedia.org/wiki/Battle_of_Shahriar_and_Lion
سفر قهرمان,21,اسطوره‌شناسی,,,https://fa.wikipedia.org/wiki/%D8%B3%D9%81%D8%B1_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86,Hero%27s journey,Mythology,,,https://en.wikipedia.org/wiki/Hero%27s_journey
مهرپرستی,55,اسطوره‌شناسی,,,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D9%BE%D8%B1%D8%B3%D8%AA%DB%8C,Mithraism,Mythology,,,https://en.wikipedia.org/wiki/Mithraism
اقتصاد هنر و ادبیات,16,هنر,,,https://fa.wikipedia.org/wiki/%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF_%D9%87%D9%86%D8%B1_%D9%88_%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA,Economics of the arts and literature,The arts,,,https://en.wikipedia.org/wiki/Economics_of_the_arts_and_literature
اوریگامی,28,هنر,,,https://fa.wikipedia.org/wiki/%D8%A7%D9%88%D8%B1%DB%8C%DA%AF%D8%A7%D9%85%DB%8C,Origami,The arts,,,https://en.wikipedia.org/wiki/Origami
باروک,19,هنر,,,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B1%D9%88%DA%A9,Baroque,The arts,,,https://en.wikipedia.org/wiki/Baroque
باوهاوس,19,هنر,,,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%88%D9%87%D8%A7%D9%88%D8%B3,Bauhaus,The arts,,,https://en.wikipedia.org/wiki/Bauhaus
پویانمایی,30,هنر,,,https://fa.wikipedia.org/wiki/%D9%BE%D9%88%DB%8C%D8%A7%D9%86%D9%85%D8%A7%DB%8C%DB%8C,Animation,The arts,,,https://en.wikipedia.org/wiki/Animation
تاریخ عکاسی,26,هنر,,,https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE_%D8%B9%DA%A9%D8%A7%D8%B3%DB%8C,History of photography,The arts,,,https://en.wikipedia.org/wiki/History_of_photography
زربفت,32,هنر,,,https://fa.wikipedia.org/wiki/%D8%B2%D8%B1%D8%A8%D9%81%D8%AA,Zari,The arts,,,https://en.wikipedia.org/wiki/Zari
طراحی گرافیک,67,هنر,,,https://fa.wikipedia.org/wiki/%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C_%DA%AF%D8%B1%D8%A7%D9%81%DB%8C%DA%A9,Graphic design,The arts,,,https://en.wikipedia.org/wiki/Graphic_design
فعالیت‌های هنری,24,هنر,,,https://fa.wikipedia.org/wiki/%D9%81%D8%B9%D8%A7%D9%84%DB%8C%D8%AA%E2%80%8C%D9%87%D8%A7%DB%8C_%D9%87%D9%86%D8%B1%DB%8C,The arts,The arts,,,https://en.wikipedia.org/wiki/The_arts
معماری,75,هنر,,,https://fa.wikipedia.org/wiki/%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C,Architecture,The arts,,,https://en.wikipedia.org/wiki/Architecture
موسیقی,31,هنر,,,https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B3%DB%8C%D9%82%DB%8C,Music,The arts,,,https://en.wikipedia.org/wiki/Music
مهره (زینتی),47,هنر,,,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D9%87_(%D8%B2%DB%8C%D9%86%D8%AA%DB%8C),Bead,The arts,,,https://en.wikipedia.org/wiki/Bead
نقاشی,28,هنر,,,https://fa.wikipedia.org/wiki/%D9%86%D9%82%D8%A7%D8%B4%DB%8C,Painting,The arts,,,https://en.wikipedia.org/wiki/Painting
هنر اسلامی,84,هنر,,,https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%B1_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,Islamic art,The arts,,,https://en.wikipedia.org/wiki/Islamic_art
هنر ایرانی,38,هنر,,,https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C,Persian art,The arts,,,https://en.wikipedia.org/wiki/Persian_art
ترکیب‌بندی (هنرهای تجسمی),43,هنر,تکنیک‌های هنری,,https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D8%A8%E2%80%8C%D8%A8%D9%86%D8%AF%DB%8C_(%D9%87%D9%86%D8%B1%D9%87%D8%A7%DB%8C_%D8%AA%D8%AC%D8%B3%D9%85%DB%8C),Composition (visual arts),The arts,Artistic techniques,,https://en.wikipedia.org/wiki/Composition_(visual_arts)
مطلا کاری,21,هنر,تکنیک‌های هنری,,https://fa.wikipedia.org/wiki/%D9%85%D8%B7%D9%84%D8%A7_%DA%A9%D8%A7%D8%B1%DB%8C,Gilding,The arts,Artistic techniques,,https://en.wikipedia.org/wiki/Gilding
تاریخ نقاشی,19,هنر,جنبش‌های هنری,,https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE_%D9%86%D9%82%D8%A7%D8%B4%DB%8C,History of painting,The arts,Art movements,,https://en.wikipedia.org/wiki/History_of_painting
کلاسیسیسم,24,هنر,جنبش‌های هنری,,https://fa.wikipedia.org/wiki/%DA%A9%D9%84%D8%A7%D8%B3%DB%8C%D8%B3%DB%8C%D8%B3%D9%85,Classicism,The arts,Art movements,,https://en.wikipedia.org/wiki/Classicism
مینیمالیسم,16,هنر,جنبش‌های هنری,,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D9%86%DB%8C%D9%85%D8%A7%D9%84%DB%8C%D8%B3%D9%85,Minimalism,The arts,Art movements,,https://en.wikipedia.org/wiki/Minimalism
هنر پیمانه‌ای,24,هنر,جنبش‌های هنری,,https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%B1_%D9%BE%DB%8C%D9%85%D8%A7%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C,Modular art,The arts,Art movements,,https://en.wikipedia.org/wiki/Modular_art
هنر شوروی,19,هنر,جنبش‌های هنری,,https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%B1_%D8%B4%D9%88%D8%B1%D9%88%DB%8C,Soviet art,The arts,Art movements,,https://en.wikipedia.org/wiki/Soviet_art
هنر فمینیستی,24,هنر,جنبش‌های هنری,,https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%B1_%D9%81%D9%85%DB%8C%D9%86%DB%8C%D8%B3%D8%AA%DB%8C,Feminist art,The arts,Art movements,,https://en.wikipedia.org/wiki/Feminist_art
هنر مولد,28,هنر,جنبش‌های هنری,,https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%B1_%D9%85%D9%88%D9%84%D8%AF,Generative art,The arts,Art movements,,https://en.wikipedia.org/wiki/Generative_art
هنر نو,21,هنر,جنبش‌های هنری,,https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%B1_%D9%86%D9%88,Art Nouveau,The arts,Art movements,,https://en.wikipedia.org/wiki/Art_Nouveau
آینه‌کاری,28,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D8%A2%DB%8C%D9%86%D9%87%E2%80%8C%DA%A9%D8%A7%D8%B1%DB%8C,%C4%80ina-k%C4%81ri,The arts,,,https://en.wikipedia.org/wiki/%C4%80ina-k%C4%81ri
خاتم‌کاری,15,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%D8%AA%D9%85%E2%80%8C%DA%A9%D8%A7%D8%B1%DB%8C,Khatam,The arts,,,https://en.wikipedia.org/wiki/Khatam
رنگرزی,47,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D8%B1%D9%86%DA%AF%D8%B1%D8%B2%DB%8C,Dyeing,The arts,,,https://en.wikipedia.org/wiki/Dyeing
قالی,25,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%84%DB%8C,Carpet,The arts,,,https://en.wikipedia.org/wiki/Carpet
قلم‌زنی,24,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D9%82%D9%84%D9%85%E2%80%8C%D8%B2%D9%86%DB%8C,Toreutics,The arts,,,https://en.wikipedia.org/wiki/Toreutics
قلمکاری,18,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D9%82%D9%84%D9%85%DA%A9%D8%A7%D8%B1%DB%8C,Kalamkari,The arts,,,https://en.wikipedia.org/wiki/Kalamkari
گلیم,21,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%DA%AF%D9%84%DB%8C%D9%85,Kilim,The arts,,,https://en.wikipedia.org/wiki/Kilim
ملیله‌کاری,15,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D9%85%D9%84%DB%8C%D9%84%D9%87%E2%80%8C%DA%A9%D8%A7%D8%B1%DB%8C,Filigree,The arts,,,https://en.wikipedia.org/wiki/Filigree
منبت‌کاری,18,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%A8%D8%AA%E2%80%8C%DA%A9%D8%A7%D8%B1%DB%8C,Marquetry,The arts,,,https://en.wikipedia.org/wiki/Marquetry
میناکاری,48,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D9%86%D8%A7%DA%A9%D8%A7%D8%B1%DB%8C,Vitreous enamel,The arts,,,https://en.wikipedia.org/wiki/Vitreous_enamel
نمد,15,هنر,صنایع دستی,,https://fa.wikipedia.org/wiki/%D9%86%D9%85%D8%AF,Felt,The arts,,,https://en.wikipedia.org/wiki/Felt
استودیو پویانمایی,18,هنر,پویانمایی,استودیوهای پویانمایی,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D9%88%D8%AF%DB%8C%D9%88_%D9%BE%D9%88%DB%8C%D8%A7%D9%86%D9%85%D8%A7%DB%8C%DB%8C,Animation studio,The arts,Animation,Animation studios,https://en.wikipedia.org/wiki/Animation_studio
پیکسار,31,هنر,پویانمایی,استودیوهای پویانمایی,https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%DA%A9%D8%B3%D8%A7%D8%B1,Pixar,The arts,Animation,Animation studios,https://en.wikipedia.org/wiki/Pixar
کانون پرورش فکری کودکان و نوجوانان,35,هنر,پویانمایی,استودیوهای پویانمایی,https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%86%D9%88%D9%86_%D9%BE%D8%B1%D9%88%D8%B1%D8%B4_%D9%81%DA%A9%D8%B1%DB%8C_%DA%A9%D9%88%D8%AF%DA%A9%D8%A7%D9%86_%D9%88_%D9%86%D9%88%D8%AC%D9%88%D8%A7%D9%86%D8%A7%D9%86,Institute for the Intellectual Development of Children and Young Adults,The arts,Animation,Animation studios,https://en.wikipedia.org/wiki/Institute_for_the_Intellectual_Development_of_Children_and_Young_Adults
تاریخ سینما,16,هنر,سینما,تاریخ سینما,https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE_%D8%B3%DB%8C%D9%86%D9%85%D8%A7,History of film,The arts,Film,History of film,https://en.wikipedia.org/wiki/History_of_film
ژان-لوک گدار,52,هنر,سینما,نظریه‌پردازان سینما,https://fa.wikipedia.org/wiki/%DA%98%D8%A7%D9%86-%D9%84%D9%88%DA%A9_%DA%AF%D8%AF%D8%A7%D8%B1,Jean-Luc Godard,The arts,Film,Film theorists,https://en.wikipedia.org/wiki/Jean-Luc_Godard
الگو (دوزندگی),19,هنر,مد,تاریخ مد,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88_(%D8%AF%D9%88%D8%B2%D9%86%D8%AF%DA%AF%DB%8C),Pattern (sewing),The arts,Fashion,History of fashion,https://en.wikipedia.org/wiki/Pattern_(sewing)
خرده‌فرهنگ گوت,19,هنر,مد,تاریخ مد,https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D9%87%E2%80%8C%D9%81%D8%B1%D9%87%D9%86%DA%AF_%DA%AF%D9%88%D8%AA,Goth subculture,The arts,Fashion,History of fashion,https://en.wikipedia.org/wiki/Goth_subculture
تیفانی اند کو.,17,هنر,مد,برندهای مشهور مد,https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%81%D8%A7%D9%86%DB%8C_%D8%A7%D9%86%D8%AF_%DA%A9%D9%88.,Tiffany %26 Co.,The arts,Fashion,High fashion brands,https://en.wikipedia.org/wiki/Tiffany_%26_Co.
دیور,24,هنر,مد,برندهای مشهور مد,https://fa.wikipedia.org/wiki/%D8%AF%DB%8C%D9%88%D8%B1,Dior,The arts,Fashion,High fashion brands,https://en.wikipedia.org/wiki/Dior
تام فورد,29,هنر,مد,برندهای مشهور مد,https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D9%85_%D9%81%D9%88%D8%B1%D8%AF,Tom Ford,The arts,Fashion,High fashion brands,https://en.wikipedia.org/wiki/Tom_Ford
لویی ویتون,15,هنر,مد,برندهای مشهور مد,https://fa.wikipedia.org/wiki/%D9%84%D9%88%DB%8C%DB%8C_%D9%88%DB%8C%D8%AA%D9%88%D9%86,Louis Vuitton,The arts,Fashion,High fashion brands,https://en.wikipedia.org/wiki/Louis_Vuitton
ورساچه,22,هنر,مد,برندهای مشهور مد,https://fa.wikipedia.org/wiki/%D9%88%D8%B1%D8%B3%D8%A7%DA%86%D9%87,Versace,The arts,Fashion,High fashion brands,https://en.wikipedia.org/wiki/Versace
علوم اجتماعی,28,علوم اجتماعی,,,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%88%D9%85_%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C,Social science,Social sciences,,,https://en.wikipedia.org/wiki/Social_science
جغرافیا,38,علوم اجتماعی,,,https://fa.wikipedia.org/wiki/%D8%AC%D8%BA%D8%B1%D8%A7%D9%81%DB%8C%D8%A7,Geography,Social sciences,,,https://en.wikipedia.org/wiki/Geography
مددکاری اجتماعی,15,علوم اجتماعی,,,https://fa.wikipedia.org/wiki/%D9%85%D8%AF%D8%AF%DA%A9%D8%A7%D8%B1%DB%8C_%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C,Social work,Social sciences,,,https://en.wikipedia.org/wiki/Social_work
برنامه‌ریزی شهری,40,علوم اجتماعی,برنامه‌ریزی و طراحی شهری,,https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D8%B1%DB%8C%D8%B2%DB%8C_%D8%B4%D9%87%D8%B1%DB%8C,Urban planning,Social sciences,Urban planning,,https://en.wikipedia.org/wiki/Urban_planning
پیامدهای استفاده از خودرو در جوامع انسانی,49,علوم اجتماعی,برنامه‌ریزی و طراحی شهری,,https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D8%A7%D9%85%D8%AF%D9%87%D8%A7%DB%8C_%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87_%D8%A7%D8%B2_%D8%AE%D9%88%D8%AF%D8%B1%D9%88_%D8%AF%D8%B1_%D8%AC%D9%88%D8%A7%D9%85%D8%B9_%D8%A7%D9%86%D8%B3%D8%A7%D9%86%DB%8C,Effects of the car on societies,Social sciences,Urban planning,,https://en.wikipedia.org/wiki/Effects_of_the_car_on_societies
توسعه پایدار,22,علوم اجتماعی,برنامه‌ریزی و طراحی شهری,,https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D8%B3%D8%B9%D9%87_%D9%BE%D8%A7%DB%8C%D8%AF%D8%A7%D8%B1,Sustainable development,Social sciences,Urban planning,,https://en.wikipedia.org/wiki/Sustainable_development
جنبش شهر زیبا,17,علوم اجتماعی,برنامه‌ریزی و طراحی شهری,,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%A8%D8%B4_%D8%B4%D9%87%D8%B1_%D8%B2%DB%8C%D8%A8%D8%A7,City Beautiful movement,Social sciences,Urban planning,,https://en.wikipedia.org/wiki/City_Beautiful_movement
چیدمان فضا,15,علوم اجتماعی,برنامه‌ریزی و طراحی شهری,,https://fa.wikipedia.org/wiki/%DA%86%DB%8C%D8%AF%D9%85%D8%A7%D9%86_%D9%81%D8%B6%D8%A7,Space syntax,Social sciences,Urban planning,,https://en.wikipedia.org/wiki/Space_syntax
کمیته سرپرستی زمین,21,علوم اجتماعی,برنامه‌ریزی و طراحی شهری,,https://fa.wikipedia.org/wiki/%DA%A9%D9%85%DB%8C%D8%AA%D9%87_%D8%B3%D8%B1%D9%BE%D8%B1%D8%B3%D8%AA%DB%8C_%D8%B2%D9%85%DB%8C%D9%86,Community land trust,Social sciences,Urban planning,,https://en.wikipedia.org/wiki/Community_land_trust
اعتیاد,19,علوم اجتماعی,جامعه‌شناسی,,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%DB%8C%D8%A7%D8%AF,Addiction,Social sciences,Sociology,,https://en.wikipedia.org/wiki/Addiction
